,FIPS Code,adult_fullvax_pct
2971,48371,
2972,51171,0.274
2973,54059,0.231
2974,48405,
2975,53055,0.568
2976,51590,0.001
2977,51111,0.292
2978,53059,0.283
2979,49047,0.269
2980,51095,0.06
2981,48211,
2982,51053,0.211
2983,48283,
2984,51165,0.113
2985,48061,
2986,56007,0.36
2987,51800,0.23
2988,51089,0.125
2989,53051,0.278
2990,53041,0.328
2991,50013,0.541
2992,56033,0.416
2993,51630,0.037
2994,54001,0.03
2995,51540,0.042
2996,53009,0.536
2997,51185,0.24
2998,55071,0.477
2999,56021,0.397
3000,54093,0.28
3001,54043,0.144
3002,55025,0.625
3003,53027,0.404
3004,55053,0.407
3005,48437,
3006,51595,
3007,51083,0.153
3008,51175,0.058
3009,55001,0.415
3010,55077,0.439
3011,54041,0.29
3012,51730,0.023
3013,55061,0.441
3014,51530,
3015,51770,0.063
3016,54013,0.103
3017,55059,0.456
3018,54107,0.321
3019,51840,0.023
3020,56025,0.34
3021,53057,0.472
3022,53007,0.543
3023,55123,0.489
3024,54025,0.322
3025,54037,0.265
3026,54067,0.302
3027,53015,0.398
3028,51678,
3029,53075,0.311
3030,56029,0.389
3031,55141,0.476
3032,55089,0.573
3033,51153,0.412
3034,55009,0.512
3035,54063,0.268
3036,56015,0.312
3037,56017,0.413
3038,54029,0.176
3039,54091,0.026
3040,54049,0.051
3041,55131,0.436
3042,54097,0.047
3043,51187,0.035
3044,54033,0.202
3045,55065,0.519
3046,51760,0.122
3047,56027,0.248
3048,55031,0.312
3049,54023,0.124
3050,51790,0.015
3051,55023,0.49
3052,55021,0.493
3053,55063,0.546
3054,51640,
3055,55043,0.465
3056,53037,0.372
3057,54079,0.128
3058,51119,0.443
3059,56009,0.266
3060,51113,0.356
3061,56019,0.368
3062,51161,0.017
3063,51125,0.211
3064,55091,0.424
3065,51183,0.089
3066,54087,0.026
3067,56005,0.212
3068,54057,0.316
3069,55011,0.426
3070,55005,0.442
3071,55137,0.349
3072,56043,0.342
3073,54081,0.189
3074,55037,0.402
3075,56003,0.288
3076,54045,0.289
3077,56001,0.396
3078,51810,0.298
3079,56045,0.287
3080,55051,0.497
3081,54017,0.021
3082,51075,0.329
3083,54073,0.058
3084,55049,0.543
3085,56023,0.31
3086,55029,0.661
3087,55099,0.459
3088,54051,0.081
3089,54065,0.014
3090,54089,0.117
3091,54053,0.223
3092,55019,0.304
3093,54027,0.183
3094,54015,0.188
3095,55035,0.512
3096,53043,0.373
3097,55135,0.406
3098,53071,0.458
3099,53047,0.538
3100,51067,0.195
3101,54077,0.318
3102,56037,0.318
3103,51550,0.096
3104,55069,0.425
3105,55081,0.439
3106,55125,0.516
3107,55067,0.41
3108,55033,0.381
3109,55093,0.338
3110,54047,0.197
3111,54055,0.349
3112,55095,0.398
3113,56011,0.224
3114,54099,0.291
3115,53033,0.497
3116,55117,0.475
3117,55075,0.404
3118,55003,0.562
3119,51720,
3120,51600,0.051
3121,54035,0.149
3122,54019,0.244
3123,56039,0.716
3124,53021,0.324
3125,54083,0.279
3126,51670,
3127,55113,0.486
3128,51710,0.312
3129,55078,0.61
3130,55097,0.439
3131,51115,0.419
3132,55127,0.387
3133,55115,0.426
3134,51117,0.096
3135,51685,0.009
3136,54071,0.338
3137,55109,0.356
3138,55121,0.547
3139,55087,0.474
3140,55103,0.497
3141,55083,0.433
